"reldenom","egender","ks2aps","region","instype","totpups","ofstedgrade"
"Non-religious","Mixed",26.8,"West Midlands","Community",874,"Good"
"Religious","Mixed",27.8,"West Midlands","Foundation",738,"Good"
"Religious","Mixed",26.4,"West Midlands","Foundation",311,"Good"
"Non-religious","Mixed",25.7,"West Midlands","Academy",560,"Requires Improvement"
"Religious","Mixed",27.3,"West Midlands","Academy",843,"Requires Improvement"
"Non-religious","Mixed",27.2,"West Midlands","Community",1091,"Requires Improvement"
"Non-religious","Mixed",27.5,"West Midlands","Academy",613,"Inadequate"
"Non-religious","Mixed",29.7,"West Midlands","Community",1255,"Good"
"Non-religious","Mixed",27.7,"West Midlands","Academy",813,"Good"
"Religious","Mixed",27.5,"West Midlands","Foundation",843,"Good"
"Non-religious","Mixed",28.2,"West Midlands","Academy",807,"Inadequate"
"Non-religious","Mixed",26.6,"West Midlands","Community",701,"Good"
"Non-religious","Mixed",28,"West Midlands","Community",820,"Requires Improvement"
"Non-religious","Mixed",8.5,"West Midlands","Foundation",147,"Good"
"Non-religious","Mixed",12.6,"West Midlands","Community",146,"Good"
"Non-religious","Mixed",8.7,"West Midlands","Community",112,"Good"
"Non-religious","Mixed",10.9,"West Midlands","Community",181,"Good"
"Non-religious","Mixed",6.8,"West Midlands","Community",92,"Good"
"Non-religious","Mixed",10.9,"West Midlands","Community",178,"Outstanding"
"Non-religious","Mixed",11.4,"West Midlands","Community",78,"Good"
"Religious","Mixed",26.3,"West Midlands","Foundation",696,"Inadequate"
"Non-religious","Mixed",24.8,"West Midlands","Academy",698,"Good"
"Religious","Mixed",27,"West Midlands","Academy",1094,"Inadequate"
"Non-religious","Mixed",27.1,"West Midlands","Academy",773,"Good"
"Religious","Mixed",25.3,"West Midlands","Academy",1012,"Good"
"Religious","Mixed",26.3,"West Midlands","Academy",663,"Good"
"Non-religious","Mixed",26,"West Midlands","Academy",828,"Good"
"Non-religious","Mixed",21,"West Midlands","Foundation",93,"Good"
"Religious","Mixed",31,"West Midlands","Academy",1099,"Outstanding"
"Religious","Mixed",28.4,"West Midlands","Academy",1072,"Good"
"Religious","Mixed",27.3,"West Midlands","Academy",1069,"Inadequate"
"Religious","Mixed",28,"West Midlands","Academy",1010,"Requires Improvement"
"Religious","Mixed",27.8,"West Midlands","Foundation",785,"Inadequate"
"Religious","Mixed",24.7,"West Midlands","Other",36,"Good"
"Religious","Mixed",NA,"West Midlands","Other",78,"Requires Improvement"
"Non-religious","Mixed",26.2,"West Midlands","Academy",654,"Requires Improvement"
"Religious","Mixed",28.4,"West Midlands","Foundation",712,"Requires Improvement"
"Non-religious","Mixed",7.2,"West Midlands","Community",236,"Good"
"Non-religious","Mixed",7.7,"West Midlands","Community",94,"Good"
"Non-religious","Mixed",11.5,"West Midlands","Community",176,"Good"
"Non-religious","Mixed",27.3,"South West","Community",723,"Good"
"Religious","Mixed",26.6,"South West","Foundation",608,"Good"
"Religious","Single-sex",32.7,"South West","Academy",930,"Outstanding"
"Religious","Mixed",28,"South West","Foundation",868,"Requires Improvement"
"Religious","Mixed",25.8,"South West","Academy",965,"Good"
"Non-religious","Mixed",27.7,"South West","Academy",1307,"Good"
"Religious","Mixed",27,"South West","Academy",1017,"Good"
"Religious","Mixed",28.2,"South West","Academy",1538,"Good"
"Religious","Mixed",26.6,"South West","Academy",964,"Good"
"Non-religious","Mixed",27,"South West","Academy",1236,"Good"
"Religious","Mixed",28.8,"South West","Academy",695,"Good"
"Religious","Mixed",29.1,"South West","Academy",1280,"Outstanding"
"Religious","Mixed",27.9,"South West","Foundation",935,"Good"
"Religious","Mixed",26.8,"South West","Academy",338,"Good"
"Religious","Mixed",27.3,"South West","Academy",1675,"Outstanding"
"Religious","Mixed",28.9,"South West","Academy",941,"Outstanding"
"Religious","Single-sex",27.7,"South West","Academy",828,"Good"
"Religious","Mixed",28.5,"South West","Academy",1706,"Outstanding"
"Religious","Mixed",26.4,"South West","Voluntary",490,"Good"
"Religious","Mixed",28.3,"South West","Academy",1388,"Good"
"Religious","Mixed",25.4,"South West","Academy",465,"Requires Improvement"
"Religious","Mixed",28.2,"South West","Academy",1778,"Good"
"Religious","Single-sex",32.8,"South West","Academy",1013,"Outstanding"
"Non-religious","Mixed",26.6,"South West","Community",596,"Good"
"Religious","Mixed",26.7,"South West","Foundation",547,"Good"
"Non-religious","Mixed",27.5,"South West","Academy",1587,"Good"
"Non-religious","Mixed",26.9,"South West","Academy",968,"Requires Improvement"
"Religious","Single-sex",26.4,"South West","Voluntary",305,"Good"
"Non-religious","Single-sex",21.8,"South West","Community",69,"Good"
"Non-religious","Mixed",3.9,"South West","Community",82,"Good"
"Non-religious","Mixed",11.5,"South West","Community",130,"Outstanding"
"Non-religious","Mixed",NA,"South West","Community",74,"Good"
"Non-religious","Mixed",22.5,"South West","Academy",95,"Outstanding"
"Religious","Mixed",26.5,"South West","Academy",778,"Good"
"Religious","Mixed",27.1,"South West","Academy",1214,"Good"
"Religious","Mixed",27,"South West","Academy",879,"Requires Improvement"
"Non-religious","Mixed",28.1,"South West","Academy",923,"Good"
"Non-religious","Mixed",27.7,"South West","Community",1099,"Requires Improvement"
"Religious","Mixed",27.4,"South West","Academy",1189,"Requires Improvement"
"Non-religious","Mixed",26.8,"South West","Academy",995,"Good"
"Non-religious","Mixed",28,"South West","Academy",844,"Requires Improvement"
"Religious","Mixed",28.2,"South West","Academy",1205,"Good"
"Religious","Mixed",28.1,"South West","Academy",1224,"Good"
"Non-religious","Mixed",25.6,"South West","Academy",1732,"Requires Improvement"
"Non-religious","Mixed",14.6,"South West","Community",128,"Good"
"Non-religious","Mixed",20.4,"South West","Community",64,"Requires Improvement"
"Non-religious","Mixed",5.2,"South West","Community",137,"Outstanding"
"Non-religious","Mixed",26.3,"South East","Community",930,"Requires Improvement"
"Non-religious","Mixed",26.4,"South East","Community",820,"Requires Improvement"
"Non-religious","Mixed",28.7,"South East","Community",1368,"Outstanding"
"Non-religious","Mixed",27.2,"South East","Community",1538,"Good"
"Religious","Mixed",29.6,"South East","Academy",986,"Outstanding"
"Non-religious","Mixed",27.3,"South East","Community",966,"Good"
"Non-religious","Mixed",7,"South East","Community",177,"Inadequate"
"Religious","Mixed",27.5,"South East","Academy",779,"Requires Improvement"
"Religious","Mixed",28.8,"South East","Academy",1711,"Outstanding"
"Religious","Mixed",26.1,"South East","Voluntary",412,"Requires Improvement"
"Non-religious","Mixed",28.3,"South East","Academy",891,"Good"
"Non-religious","Mixed",27.8,"South East","Academy",610,"Good"
"Non-religious","Mixed",28,"South East","Academy",1270,"Requires Improvement"
"Non-religious","Single-sex",28.3,"South East","Community",1133,"Good"
"Non-religious","Mixed",NA,"South East","Other",29,"Good"
"Non-religious","Mixed",8.1,"South East","Community",226,"Good"
"Religious","Mixed",27,"South East","Academy",1002,"Good"
"Religious","Mixed",28.9,"South East","Foundation",1244,"Outstanding"
"Non-religious","Mixed",26.7,"South East","Community",395,"Requires Improvement"
"Non-religious","Mixed",27.8,"South East","Academy",1779,"Requires Improvement"
"Religious","Mixed",28.6,"South East","Voluntary",1631,"Good"
"Non-religious","Mixed",27.2,"South East","Academy",969,"Good"
"Religious","Mixed",29,"South East","Academy",1695,"Good"
"Non-religious","Mixed",28.2,"South East","Academy",978,"Requires Improvement"
"Non-religious","Mixed",26.3,"South East","Academy",862,"Good"
"Non-religious","Mixed",27.9,"South East","Community",1025,"Good"
"Non-religious","Mixed",12,"South East","Community",221,"Outstanding"
"Non-religious","Mixed",7.5,"South East","Community",149,"Outstanding"
"Non-religious","Mixed",NA,"South East","Other",232,"Requires Improvement"
"Religious","Mixed",25.6,"South East","Voluntary",863,"Good"
"Religious","Mixed",28.2,"South East","Academy",1289,"Good"
"Non-religious","Mixed",26,"South East","Academy",910,"Requires Improvement"
"Religious","Single-sex",33.2,"South East","Academy",719,"Outstanding"
"Religious","Mixed",26.7,"South East","Academy",1339,"Requires Improvement"
"Religious","Single-sex",27.4,"South East","Foundation",648,"Good"
"Religious","Single-sex",33.2,"South East","Academy",910,"Outstanding"
"Religious","Mixed",28.3,"South East","Other",253,"Outstanding"
"Non-religious","Mixed",NA,"South East","Academy",115,"Outstanding"
"Non-religious","Mixed",20.4,"South East","Community",54,"Good"
"Religious","Single-sex",26.8,"South East","Academy",877,"Outstanding"
"Non-religious","Mixed",26.6,"South East","Community",849,"Requires Improvement"
"Religious","Mixed",31.8,"South East","Academy",910,"Outstanding"
"Non-religious","Mixed",27.3,"South East","Academy",1114,"Good"
"Religious","Mixed",32.7,"South East","Academy",1079,"Outstanding"
"Religious","Mixed",32.1,"South East","Voluntary",864,"Outstanding"
"Religious","Mixed",26.3,"South East","Voluntary",740,"Requires Improvement"
"Religious","Mixed",25,"South East","Academy",1113,"Outstanding"
"Religious","Mixed",31.9,"South East","Academy",1086,"Outstanding"
"Religious","Mixed",26.9,"South East","Academy",993,"Outstanding"
"Non-religious","Mixed",25.7,"South East","Community",956,"Good"
"Non-religious","Mixed",8.3,"South East","Community",282,"Good"
"Non-religious","Mixed",19.8,"South East","Academy",43,"Outstanding"
"Non-religious","Mixed",26.8,"South East","Community",932,"Good"
"Non-religious","Mixed",27.7,"South East","Community",1102,"Good"
"Non-religious","Single-sex",28.7,"South East","Academy",1181,"Good"
"Non-religious","Single-sex",29.6,"South East","Academy",1250,"Outstanding"
"Non-religious","Mixed",28,"South East","Academy",1801,"Good"
"Non-religious","Mixed",NA,"South East","Academy",252,"Requires Improvement"
"Religious","Mixed",28.4,"South East","Academy",1258,"Good"
"Non-religious","Mixed",28.2,"South East","Community",1133,"Good"
"Non-religious","Mixed",6,"South East","Community",203,"Outstanding"
"Non-religious","Mixed",NA,"South East","Other",79,"Good"
"Non-religious","Mixed",NA,"South East","Community",65,"Good"
"Religious","Mixed",27.4,"East of England","Academy",1156,"Requires Improvement"
"Religious","Mixed",28.4,"East of England","Academy",601,"Good"
"Religious","Mixed",27.7,"East of England","Academy",1081,"Outstanding"
"Religious","Mixed",NA,"East of England","Academy",317,"Outstanding"
"Non-religious","Mixed",28.4,"East of England","Academy",918,"Good"
"Religious","Mixed",25.8,"East of England","Academy",530,"Requires Improvement"
"Religious","Mixed",28.3,"East of England","Academy",1740,"Outstanding"
"Religious","Mixed",28.2,"East of England","Academy",791,"Requires Improvement"
"Non-religious","Mixed",26.7,"East of England","Academy",1095,"Requires Improvement"
"Religious","Mixed",26.5,"East of England","Academy",1283,"Inadequate"
"Religious","Mixed",25.4,"East of England","Academy",690,"Requires Improvement"
"Religious","Mixed",28,"East of England","Academy",1859,"Requires Improvement"
"Religious","Mixed",28,"East of England","Academy",1371,"Good"
"Religious","Mixed",28.5,"East of England","Academy",829,"Outstanding"
"Religious","Mixed",27.3,"East of England","Academy",1782,"Good"
"Non-religious","Mixed",26.6,"East of England","Academy",449,"Good"
"Non-religious","Mixed",26.5,"East of England","Academy",1461,"Requires Improvement"
"Non-religious","Mixed",27.7,"East of England","Foundation",1078,"Requires Improvement"
"Non-religious","Mixed",26.1,"East of England","Academy",402,"Good"
"Religious","Mixed",28.1,"East of England","Academy",810,"Good"
"Religious","Mixed",28.3,"East of England","Academy",776,"Outstanding"
"Non-religious","Mixed",28.1,"East of England","Academy",1736,"Requires Improvement"
"Religious","Mixed",25.8,"East of England","Academy",1065,"Requires Improvement"
"Religious","Mixed",28,"East of England","Academy",1041,"Good"
"Religious","Mixed",27.9,"East of England","Academy",1202,"Inadequate"
"Religious","Mixed",27.9,"East of England","Academy",983,"Good"
"Religious","Mixed",27.6,"East of England","Academy",1303,"Requires Improvement"
"Religious","Mixed",28.5,"East of England","Academy",1260,"Outstanding"
"Religious","Mixed",24.5,"East of England","Academy",1225,"Requires Improvement"
"Non-religious","Mixed",27.7,"East of England","Academy",744,"Requires Improvement"
"Non-religious","Mixed",8.1,"East of England","Community",138,"Good"
"Non-religious","Mixed",20.5,"East of England","Academy",60,"Good"
"Non-religious","Mixed",0,"East of England","Community",123,"Good"
"Non-religious","Mixed",17.4,"East of England","Community",61,"Outstanding"
"Non-religious","Mixed",3.4,"East of England","Community",105,"Good"
"Non-religious","Mixed",7.6,"East of England","Community",155,"Outstanding"
"Non-religious","Mixed",6.4,"East of England","Community",96,"Good"
"Non-religious","Mixed",NA,"East of England","Community",165,"Outstanding"
"Non-religious","Mixed",21.2,"East of England","Community",69,"Inadequate"
"Religious","Mixed",28.3,"East of England","Academy",1632,"Outstanding"
"Religious","Mixed",NA,"East of England","Academy",230,"Outstanding"
"Non-religious","Mixed",26.5,"East of England","Academy",1137,"Good"
"Religious","Mixed",26,"East of England","Foundation",1761,"Good"
"Non-religious","Mixed",26.6,"East of England","Community",1011,"Requires Improvement"
"Religious","Mixed",30,"East of England","Academy",1186,"Outstanding"
"Religious","Mixed",26.7,"East of England","Academy",1028,"Good"
"Non-religious","Mixed",26,"East of England","Academy",847,"Good"
"Religious","Mixed",25,"East of England","Voluntary",701,"Good"
"Religious","Mixed",27.1,"East of England","Academy",1392,"Good"
"Non-religious","Mixed",26.5,"East of England","Academy",2084,"Good"
"Religious","Mixed",24.9,"East of England","Academy",1316,"Inadequate"
"Non-religious","Mixed",9.4,"East of England","Community",135,"Good"
"Non-religious","Mixed",12.7,"East of England","Community",175,"Good"
"Non-religious","Mixed",21,"East of England","Community",37,"Good"
"Non-religious","Mixed",3,"East of England","Community",143,"Outstanding"
"Non-religious","Mixed",26.8,"North West","Community",1083,"Requires Improvement"
"Non-religious","Mixed",27.6,"North West","Academy",1042,"Outstanding"
"Non-religious","Mixed",27.2,"North West","Academy",934,"Good"
"Religious","Mixed",27.3,"North West","Voluntary",1102,"Inadequate"
"Religious","Mixed",28.2,"North West","Voluntary",1436,"Good"
"Religious","Mixed",NA,"North West","Academy",178,"Good"
"Non-religious","Mixed",28.7,"North West","Academy",1525,"Outstanding"
"Non-religious","Mixed",15.8,"North West","Community",68,"Outstanding"
"Non-religious","Mixed",7.8,"North West","Academy",89,"Outstanding"
"Non-religious","Mixed",NA,"North West","Community",70,"Good"
"Non-religious","Mixed",26.2,"North West","Academy",766,"Requires Improvement"
"Non-religious","Mixed",28.2,"North West","Academy",1065,"Good"
"Religious","Mixed",28,"North West","Voluntary",767,"Requires Improvement"
"Non-religious","Mixed",28.9,"North West","Community",1123,"Good"
"Non-religious","Mixed",28.4,"North West","Academy",1870,"Outstanding"
"Religious","Mixed",NA,"North West","Academy",266,"Good"
"Religious","Mixed",29.5,"North West","Academy",1820,"Good"
"Non-religious","Mixed",27.2,"North West","Academy",1153,"Requires Improvement"
"Religious","Mixed",28.1,"North West","Voluntary",907,"Requires Improvement"
"Religious","Mixed",26.8,"North West","Voluntary",709,"Inadequate"
"Non-religious","Mixed",26.3,"North West","Academy",576,"Requires Improvement"
"Non-religious","Mixed",NA,"North West","Other",33,"Good"
"Non-religious","Mixed",3,"North West","Community",79,"Good"
"Non-religious","Mixed",23.5,"North West","Community",44,"Good"
"Non-religious","Mixed",10.7,"North West","Community",139,"Outstanding"
"Non-religious","Mixed",27.1,"South West","Community",782,"Good"
